None,Accessorize Girls Light Pink  Hairband,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Light-Pink--Hairband/205479/buy,Rs. 445,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Light-Pink-Hairband_0945ca1410fb7c9897893985b3487391_images_1080_1440_mini.JPG,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Light-Pink--Hairband/205479/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This cute hairband from Accessorize is perfect for your little daughter. Team it with a frilly frock and ballet flats when she's heading out for a friend's party.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Light pink hairband with black accents<br/>Has heart shaped prints and a bow detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% polyester, 40% iron<br/>Wipe with a clean cloth to remove dirt</p></li></ul>,26:02:2014,None
None,Accessorize Girls Multi-Coloured Set of 30 Stick On Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Girls-Multi-Coloured-Set-of-30-Stick-On-Earrings/209724/buy,Rs. 395,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Multi-Coloured-Set-of-30-Stick-On-Earrings_763815dd3abd40f038d31a102ee8ef91_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Girls-Multi-Coloured-Set-of-30-Stick-On-Earrings/209724/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This set of stick on earrings from Accessorize is sure to make a mark. Completely fashion-forward, make your little princess wear this when heading out to play.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of 30 stick on earrings<br/>Multi-coloured earrings, with stick on detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accessorize Silver Toned Heart Stud Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Silver-Toned-Heart-Stud-Earrings/205445/buy,Rs. 345,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Silver-Toned-Heart-Shaped-Stud-Earrings_64d9c7703f18ccd6c029763fb9ba839a_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Silver-Toned-Heart-Stud-Earrings/205445/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>A pair of delicate earrings is the easiest way to jazz up any look. We suggest that you try doing your hair up and let this gorgeous piece from Accessorize become the centre of all attention.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver toned, heart shaped stud earrings<br/>Secured with a post and back closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>90% tin, 10% steel<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accessorize Gold Toned Heart Drop Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Gold-Toned-Heart-Drop-Earrings/205444/buy,Rs. 545,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Gold-Toned-Heart-Shaped-Drop-Earrings_e38b926a982d2d2ee57e27dc0945b825_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Gold-Toned-Heart-Drop-Earrings/205444/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Add glamour to tonal outfits with these earrings from Accessorize. Draw attention to this piece by sweeping your hair in an elegant up do.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned drop earrings with hollow, heart shaped dangler that has intricate wire wrap detailing<br/>Secured with a fish hook closure and rubber stopper</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>80% steel, 20% brass<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 2.8 cm</p></li></ul>,26:02:2014,None
None,Accessorize Girls Shimmering Pink Sling Bag,http://www.myntra.com/Handbags/Accessorize/Accessorize-Girls-Shimmering-Pink-Sling-Bag/185587/buy,Rs. 1,045,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Shimmering-Pink-Sling-Bag_382c92e89a2c64c1c5d8e2566b31268d_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Handbags/Accessorize/Accessorize-Girls-Shimmering-Pink-Sling-Bag/185587/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Indulge your little one with this cat face sling bag from Accessorize. Cute as a button, pack it with the essentials that your little one might need and let her carry this bright bag in style.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Shimmering pink sling bag with an embroidered cat face and bow detail at the front<br/>Has two ears with shimmering silver toned accents<br/>A long sling strap<br/>One main zipped compartment</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% polyester<br/>Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 11 cm<br/>Width: 11 cm<br/>Depth: 2.5 cm</p></li></ul>,26:02:2014,None
None,Accessorize Dull Gold Toned Neckalce,http://www.myntra.com/Necklace/Accessorize/Accessorize-Dull-Gold-Toned-Neckalce/173842/buy,Rs. 569,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Gold-Toned-Neckalce_3630e9bf2371c56fda50722a0dd61e32_images_1080_1440_mini.jpg,Rs. 1,895,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Dull-Gold-Toned-Neckalce/173842/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Accessorize brings you this beautifully crafted necklace that is a must-have in your accessory collection. Wear this statement piece with a monochromatic dress for maximum effect.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Dull gold toned necklace with faceted white stone studded detail towards the centre<br/>Secured with an adjustable lobster clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% glass, 40% brass<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 47 cm</p></li></ul>,26:02:2014,None
None,Accessorize Silver Toned Necklace,http://www.myntra.com/Necklace/Accessorize/Accessorize-Silver-Toned-Necklace/161757/buy,Rs. 344,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Necklace_bc65f971d4be290429463409e1b4ecfb_images_1080_1440_mini.jpg,Rs. 1,145,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Silver-Toned-Necklace/161757/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Add an interesting edge to your look with this pretty necklace from Accessorize. We love the chunky styling that is sure to spruce up any look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver toned necklace with geometrical shaped details with zig-zag cut-outs at the central region<br/>Adjustable lobster clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>80% zinc, 20% steel<br/>Wipe with a clean cloth swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of necklace: 46 cm</p></li></ul>,26:02:2014,None
None,Accessorize Gold Toned Necklace,http://www.myntra.com/Necklace/Accessorize/Accessorize-Gold-Toned-Necklace/196545/buy,Rs. 404,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Gold-Toned-Necklace_9f375c739de62c03df49bf64556b6c89_images_1080_1440_mini.jpg,Rs. 1,345,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Gold-Toned-Necklace/196545/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This trend-setting necklace from Accessorize is sure to grab all  attention. Let this statement piece take center stage by teaming it with  a clean-cut tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned necklace with triangular metal and studded details at the centre and silver toned chain at the sides<br/>Secured with an adjustable lobster clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>50% zinc, 40% brass, 10% glass <br/>Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 40 cm</p></li></ul>,26:02:2014,None
None,Accessorize Gold & Silver Toned Necklace,http://www.myntra.com/Necklace/Accessorize/Accessorize-Gold-&-Silver-Toned-Necklace/161758/buy,Rs. 239,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Necklace_8fb668cf5231e10513bcbd44140e2a8a_images_1080_1440_mini.jpg,Rs. 795,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Gold-&-Silver-Toned-Necklace/161758/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Add an interesting edge to your look with this pretty necklace from Accessorize. Wear it with a monochrome dress and tie your hair back for maximum effect.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned necklace with silver toned metal details<br/>Adjustable lobster clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% steel, 20% zinc, 20% brass<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of necklace: 44 cm</p></li></ul>,26:02:2014,None
None,Accessorize Gold Toned Drop Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Gold-Toned-Drop-Earrings/205452/buy,Rs. 445,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Gold-Toned-Drop-Earrings_fc5b0eb1c32a1d5444d0e07ff4beb8c8_images_1080_1440.jpg,None,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Gold-Toned-Drop-Earrings/205452/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Known for their inclination towards the stylish and trendy, Accessorize  presents these pretty earrings. You can pair them with casual or  indo-Western outfits.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned, circular drop earrings with textured and cut-out details<br/>Fish hook back with a rubber stopper</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% Steel<br/>Wipe with a clean, cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 4.5 cm</p></li></ul>,26:02:2014,None
None,Accessorize Silver Toned Necklace,http://www.myntra.com/Necklace/Accessorize/Accessorize-Silver-Toned-Necklace/196542/buy,Rs. 344,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Silver-Toned-Necklace_1d8ee29195cf06080f7fbb67936afbc4_images_1080_1440_mini.jpg,Rs. 1,145,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Silver-Toned-Necklace/196542/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This trend-setting necklace from Accessorize is sure to grab all  attention. Let this statement piece take center stage by teaming it with  a clean-cut tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver toned necklace with cross shaped motifs linked together<br/>Secured with a lobster clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% steel<br/>Wipe with a clean, cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 92 cm</p></li></ul>,26:02:2014,None
None,Accessorize Multi-Coloured Floral Print Hair Clip,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Multi-Coloured-Floral-Print-Hair-Clip/184927/buy,Rs. 239,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Multi-Coloured-Floral-Printed-Hair-Clip_d571a1275ecde4e5f585486aa74271a9_images_1080_1440_mini.jpg,Rs. 795,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Multi-Coloured-Floral-Print-Hair-Clip/184927/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Add a distinct touch to your look with this gorgeous and chic hair grasp from Accessorize. We recommend you put this on and make a style statement.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Floral print hair clip with gold toned teeth for a firm grip</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% steel, 40% plastic<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 13 cm</p></li></ul>,26:02:2014,None
None,Accessorize Girls Pink Set of 2 Flower Hair Clips,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Pink-Set-of-2-Flower-Hair-Clips/196529/buy,Rs. 495,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Pink-Set-of-2-Flower-Hair-Clips_8a0afabbfa1b3289287749d4243bbe2a_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Pink-Set-of-2-Flower-Hair-Clips/196529/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keep you little girl's locks in control with these trendy and elegant looking clips  from Accessorize. They will surely complement her summer dress.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of two pink coloured, alligator hair clips<br/>Flower-shaped detail embellishment with a crystal at the centre</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>80% polyester, 15% metal, 5% acrylic<br/>Wipe with a clean, dry cloth when needed</p></li></ul>,26:02:2014,None
None,Accessorize Girls Cream Toned Hairband,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Cream-Toned-Hairband/205487/buy,Rs. 445,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Cream-Toned-Hairband_b45d4eacd4e75b5ecddd448f30f2a830_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Cream-Toned-Hairband/205487/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Chic hair adornments are in the style spotlight. Accessorize's playful hairband is one of our favourites. This pretty style is sure to lend an instant spark to your little angel's look</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Cream toned lace hairband with gold toned shimmering accents and an elasticated, satin base</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>99% polyester, 1% plastic<br/>Dust with a clean cloth when needed</p></li></ul>,26:02:2014,None
None,Accessorize Black & Maroon Set of 2 Hairbands,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Black-&-Maroon-Set-of-2-Hairbands/188741/buy,Rs. 495,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Hair-Accessory_6f0cf995382d249fd47e290cec771616_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Black-&-Maroon-Set-of-2-Hairbands/188741/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keep your locks tucked back in style with this trendy hairband from Accessorize. Wear it with any ensemble, it is sure to complement any look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of two hairbands<br/>One plain, maroon hairband and the other black hairband with white polka dots</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>90% plastic, 10% polyester<br/>Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 13 cm</p></li></ul>,26:02:2014,None
None,Accessorize Set of 3 Multi-Coloured Bracelets,http://www.myntra.com/Bracelet/Accessorize/Accessorize-Set-of-3-Multi-Coloured-Bracelets/156189/buy,Rs. 344,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Set-of-3-Multi-Coulored-Bracelets_2cdeee699662238eef504c62921883fc_images_1080_1440_mini.jpg,Rs. 1,145,None,fashion,http://www.myntra.com/Bracelet/Accessorize/Accessorize-Set-of-3-Multi-Coloured-Bracelets/156189/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This set of bracelets from Accessorize is peppy and adorable. Wear it with any ensemble and see how it brightens up your look instantly.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of three, pink, white, brown and gold toned bracelets, elasticated with slip-on styling<br/>Has assorted beaded details, thread details, bead drops and tasselled details</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Glass, brass and copper<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Minimum diameter: 6 cm (adjustable)</p></li></ul>,26:02:2014,None
None,Accessorize Set of 2 Silver Toned Reindeer Hair Clips,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Set-of-2-Silver-Toned-Reindeer-Hair-Clips/200937/buy,Rs. 164,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Set-of-2-Silver-Toned-Reindeer-Hair-Clips_f33031713a7360329d49b7da80b5e89c_images_1080_1440_mini.jpg,Rs. 545,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Set-of-2-Silver-Toned-Reindeer-Hair-Clips/200937/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keep your locks in control with these festive "Rudolph the red nosed reindeer" clips from Accessorize. They will surely complement your Christmas dress.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of two, silver toned tic-tac clips with red accents, has reindeer shaped detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>50% steel, 50%, polyester<br/>Wipe with a clean, dry cloth when needed</p></li></ul>,26:02:2014,None
None,Accessorize White & Pink Set of 2 Butterfly Shaped Hair Clips,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-White-&-Pink-Set-of-2-Butterfly-Shaped-Hair-Clips/168054/buy,Rs. 134,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Hair-Accessory_1ac643feef4cc86c05538e0d4ffd6267_images_1080_1440_mini.jpg,Rs. 445,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-White-&-Pink-Set-of-2-Butterfly-Shaped-Hair-Clips/168054/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Accessorise right with this chic pair of hair clips from Accessorize. Get ready in a dress or skirt with this on and allow your locks to flow for a vougish look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of two hair clips<br/>White and pink, butterfly shaped tic-tac hair clips with green accents</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% steel<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 3 cm</p></li></ul>,26:02:2014,None
None,Accessorize Set of 4 Rings,http://www.myntra.com/Ring/Accessorize/Accessorize-Set-of-4-Rings/188754/buy,Rs. 1,145,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Ring_ab1daacc0786cc8d0e386c40ca49128d_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Ring/Accessorize/Accessorize-Set-of-4-Rings/188754/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Statement accessories never fail to spruce up any look. This uniquely shaped ring from Accessorize is the perfect case in point.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned, set of four rings with the base shaped like a bear, bow, heart and smiley cloud respectively<br/>Has a gold toned, circular, adjustable band</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% zinc, 40% brass<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Minimum diameter: 15 mm</p></li></ul>,26:02:2014,None
None,Accessorize Oxidised Silver Toned Studded Bracelet,http://www.myntra.com/Bracelet/Accessorize/Accessorize-Oxidised-Silver-Toned-Studded-Bracelet/203858/buy,Rs. 2,195,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Silver-Toned-Studded-Bracelet_452f0214d59714c9e681bd8e574bc6c1_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Bracelet/Accessorize/Accessorize-Oxidised-Silver-Toned-Studded-Bracelet/203858/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Bold and stunning, this bracelet from Accessorize is a statement making  piece. It is versatile enough to complement an ethnic, fusion and Western look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Oxidised silver toned, elasticated bracelet with beads of varying shape and sizes, and studded layers at intervals</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>70% zinc, 30% glass<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Minimum diameter: 5.5 cm (adjustable)</p></li></ul>,26:02:2014,None
None,Accessorize Black Hairband,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Black-Hairband/205468/buy,Rs. 545,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Black-Hairband_bde4f2b5935d1aeff83dfacdf607811e_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Black-Hairband/205468/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keep your locks tucked back in style with this trendy hairband from Accessorize. Wear it with any ensemble, it is sure to complement any look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Broad, black stretchy hairband</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>94% polyester, 6% elastane<br/>Wipe with a clean, dry cloth when needed</p></li></ul>,26:02:2014,None
None,Accessorize Maroon & Gold Toned Necklace,http://www.myntra.com/Necklace/Accessorize/Accessorize-Maroon-&-Gold-Toned-Necklace/188745/buy,Rs. 1,945,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Necklace_403cdfd0a8cdb34b7ec192af9d65c1d9_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Maroon-&-Gold-Toned-Necklace/188745/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Transform any look from ordinary to glam in an instant with this necklace from Accessorize. This exclusive neck piece inspired from latest trends is sure to steal all attention when you flaunt them with low neckline dresses.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Maroon and gold toned statement necklace with faceted maroon stones, in rectangular and tear drop shapes, towards the centre</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% steel, 20% acrylic, 20% brass<br/>Wipe with a clean, cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 46 cm</p></li></ul>,26:02:2014,None
